prices,Address,Beds
"€545,000"," 6 Stocking Wood Manor,Rathfarnham,Dublin 16,D16 HF82",4 beds
"€275,000"," 36 Ravenswood Crescent, Clonsilla, Dublin 15",2 beds
"€500,000"," 159 Whitecliff, Rathfarnham, Dublin 16",4 beds
"€320,000"," 74 Dodsborough Cottages,Lucan,Co. Dublin,K78 W862",3 beds
"€425,000"," 120 Palmerstown Drive,Palmerstown,Dublin 20,D20 H56",3 beds
"€465,000"," 16 Westbury Avenue,Westbury Court,Lucan,Co Dublin,K78 Y6H9",4 beds
"€550,000"," Dooneen, Crecora, Co. Limerick",5 beds
"€140,000"," 9 Oaklawn Drive, Racecourse Road, Roscommon Town, Co. Roscommon",3 beds
"€325,000"," Davmur House, Rathbawn Road, , Castlebar, Mayo",4 beds
"€335,000"," Ardtullymore, Carlingford, Co. Louth",3 beds
"€225,000"," Inishsheer, Islands, Galway",3 beds
"€175,000"," Bella Vista,Drumbuoy,Lifford,Co Donegal,F93 Y0AV",3 beds
"€430,000"," 18 Herberton Road,Drimnagh,Dublin 12,D12 KV96",3 beds
"€295,000"," 17 Bluebell Avenue,Bluebell,Dublin 12,D12 EH63",2 beds
"€825,000"," Bartragh House,Talbot's Inch,Freshford Road,Kilkenny,R95 RY6K",4 beds
"€165,000"," 4 Warren View, Dromod, Leitrim",3 beds
"€448,950"," 59 Old Mill Race,Athgarvan,Newbridge,Co. Kildare,W12 KF79",4 beds
"€390,000"," Graigue Lower, Killenaule, Co. Tipperary",4 beds
"€395,000"," 22 Killester Park,Killester,Dublin 5,D05 Y677",3 beds
"€265,000"," Church Road, Tullamore, Offaly",3 beds
"€360,000"," 46 Clanree Road,Donnycarney,D05 C952",2 beds
"€645,000"," 145 Kilmacud Road Upper, Stillorgan, County Dublin",3 beds
"€150,000"," 103 Sycamore Aveue, Rathbane, Limerick City",3 beds
"€340,000"," 50 Willow Square, Primrose Gate, Celbridge, Kildare",3 beds
"€250,000"," Powerfield House , Duncannon, Wexford",3 beds
"€179,950"," 27 The Willows, Lakepoint Park, Mullingar, Westmeath",2 beds
"€225,000"," 151 Newhaven Bay, Balbriggan, County Dublin",3 beds
"AMV €120,000 "," 3 Spa Mews, Muddy Hill, Mallow, Cork",2 beds
"€350,000"," Kilbora Lane, Camolin, Gorey, Wexford",4 beds
"€450,000"," Lee View, Mount Ovel, Rochestown, Cork",3 beds
"€195,000"," 7 Main Street, Shrule, Mayo",4 beds
"€345,000"," 8 Glentow Road, Whitehall, Dublin 9",2 beds
"€284,950"," 5 The Boulevard, Tyrrelstown, Dublin 15",4 beds
"€370,000"," 147 Gort na Coiribe,Headford Road,Galway,H91 A6XR",5 beds
"€750,000"," ""St. Anne's"", 36D Chapelizod Hill Road, Chapelizod, Dublin 20",6 beds
"€235,000"," 261 Kylemore Road, Ballyfermot,   Dublin 10",2 beds
"€350,000"," Cloonshannagh, Rooskey, Roscommon",4 beds
"€575,000"," 68 Balkill Park, Howth, Co. Dublin",3 beds
"€425,000"," 11 Cadogan Road, Fairview, Dublin 3",4 beds
"€1,500,000"," Anglesea House, Lower Kensington, Coach Hill, Cork, Rochestown, Co. Cork",5 beds
"€350,000"," 63 Kennelsfort Road, Palmerstown,   Dublin 20",3 beds
"€240,000"," Coolkill, Kilnaleck, Co. Cavan",4 beds
"AMV €195,000 "," Holly Cottage, Toorard, Headford, Galway",4 beds
"€220,000"," 20 Kilmartin Avenue, Tallaght, Dublin 24, D24PC7F",3 beds
"€295,000"," 13 Gardiners Hill Avenue, Gardiners Hill, Cork , St Lukes, Cork",3 beds
"€245,000"," 65 Mardyke Street, Skibbereen, West Cork",4 beds
"€130,000"," 12 Churchfields,Doonbeg,Co. Clare,V15 EE70",3 beds
"€195,000"," Clash, Abbeyfeale, Limerick",4 beds
"€290,000"," Main Street, Emly, Co Tipperary",4 beds
"€1,195,000"," 24 Beechwood Avenue Lower,Ranelagh,Dublin 6,D06 YK29",3 beds
"€325,000"," 198 Eagle Valley, Wilton, Cork",4 beds
"€1,495,000"," The Brambles, Streamstown Lane, Malahide, County Dublin",4 beds
"€525,000"," The Boathouse, Knocknabinny, Kinsale, Cork",4 beds
"€300,000"," 89 Glasanaon Road, Finglas East, Dublin 11, Dublin",3 beds
"€275,000"," 48 Edenmore Grove, Edenmore, Dublin 5",2 beds
"€359,950"," 84 Holly Court, Ballybrack, County Dublin",3 beds
"€520,000"," 105 Comerfords Cross, Woodford Lane, Portmarnock, Dublin",3 beds
"€575,000"," 12 Carrickhill Road Lower, Burrow, Portmarnock, Dublin, D13EC95",3 beds
"€525,000"," 28 Balfe Avenue (House and site with FPP), Walkinstown, Dublin 12",6 beds
"€475,000"," 1A Beechwood Lawns, Rathcoole, County Dublin",4 beds
"€150,000"," 8 Chapel Street,Dundalk,Co. Louth",2 beds
"€345,000"," 5 Castle Court,Lismore,Co Waterford,P51N6K4",4 beds
"€295,000"," 74 Castle Lawns, Balrothery, Tallaght, Dublin 24",3 beds
"€315,000"," 4 Waterside Way, Malahide, County Dublin",3 beds
"€150,000"," Knockavilla,Dundrum,Co Tipperary,E34EH50",3 beds
"€89,000"," Grellagh, Carrickaboy, Cavan",3 beds
"€255,000"," 13 Gregg Road,Cork,T12ERY7",4 beds
"€285,000"," Ardanragh, Lenamore, Legan, Longford",4 beds
"€175,000"," 29 College Manor, Hoey's Lane, Dundalk, Co. Louth",3 beds
"€495,000"," 2 St Josephs Drive, Montenotte, Cork",3 beds
"€280,000"," 5 Saint Patricks Terrace,Lower Glanmire Road,Cork,T23 A2K0",3 beds
"€450,000"," 16 Belarmine Way, Stepaside, Dublin 18",2 beds
"€365,000"," Saint Anne, 40 John McCormack Avenue, Walkinstown, Dublin 12",3 beds
"€140,000"," 10 Winters Hill,Sundays Well,Cork City,Cork,T23 YWH6",1 bed
"€129,000"," Curryane,Swinford,Co Mayo,F12X290",3 beds
"€1,500,000"," Anglesea House, Lower Kensington, Coach Hill, Cork, Rochestown, Co. Cork",5 beds
"€650,000"," The Roundhouse, Corrandulla, Co. Galway",4 beds
"€465,000"," Hortland,Donadea,Naas,Co Kildare,W91 K76R",4 beds
"€540,000"," 73 Carlingford Road, Drumcondra, Dublin 9",3 beds
"€525,000"," 4 Newbrook Estate, Taylor's Lane, Rathfarnham, Dublin 16",3 beds
"€595,000"," Saint Mary's,Main Street,Newcastle,Co. Dublin,D22 Y8K7",4 beds
"€275,000"," Island, Ballyhaunis, Mayo",4 beds
"€1,800,000"," Garden Cottage,Tinnahinch,Enniskerry,Co. Wicklow,A98 X899",158m 2
"€360,000"," Saint Ursula's, 38 Sundrive Park, Ballinlough, Cork",3 beds
"€250,000"," Direens, Rossmore, Clonakilty,   West Cork",2 beds
"€895,000"," 5 Cherbury Gardens,Booterstown,Co Dublin,A94 F6N7",4 beds
"€1,050,000"," 81 Monkstown Avenue,Monkstown,Co. Dublin,A94 T2X9",5 beds
"€270,000"," 201 Connolly Road, Ballyphehane, Cork",3 beds
"€195,000"," 3 Kilgarve Court, Creagh, Ballinsaloe, ., Ballinasloe, Co. Galway",4 beds
"€595,000"," 56 Lower Churchtown Road,Churchtown,Dublin 14,D14 W302",3 beds
"€185,000"," 1 Hillgrove Lane, Gerald Griffin Street, Blackpool, Cork",3 beds
"€190,000"," 44 St. Laurence's Drive, Drogheda, Louth",3 beds
"€2,500,000"," Padua,30 Nutley Avenue,Donnybrook,Dublin 4,D04 R2A4",5 beds
"€310,000"," 58 Allenview Heights, Newbridge, Kildare",4 beds
"€410,000"," 22 Seagrave Park,Ratoath,Co Meath,A85 FC67",4 beds
"€395,000"," 6 Lakeview, Virginia, Cavan",7 beds
"€495,000"," 7 Ardmore Park, Bray, Wicklow",3 beds
"€310,000"," 4 Ashfield, Arklow, Wicklow",4 beds
"€845,000"," Apt 28, House 1, Linden Square, Grove Avenue, Blackrock, County Dublin",2 beds
"€460,000"," Ballinclare, Ballycanew, Gorey, Wexford",5 beds
"€330,000"," 10 Ashfield Way, Huntstown, Dublin 15",2 beds
"€395,000"," 116 Ardbeg Park, Artane,   Dublin 5",3 beds
"€285,000"," Woodview House, Mount Saint Benedict, Gorey, Wexford",3 beds
"€195,000"," 23 O'Growney Drive, Mullingar, Westmeath",3 beds
"€575,000"," 14 White Pines Heights,Stocking Avenue,Rathfarnham,Dublin 16,D16 A9P2",4 beds
"€895,000"," 5 Apartments at 44 Southern Road, City Centre Sth, Cork City",9 beds
"€995,000"," Woodstone Hall, Martinstown, Curragh, Kildare",4 beds
"€550,000"," 27 Llewellyn Way, Rathfarnham, Dublin 16",4 beds
"€295,000"," 204 Dundanion Blackrock Road , Blackrock, Cork City",4 beds
"€290,000"," Friars Hill, Thomastown, Co. Kilkenny , Thomastown, Kilkenny",5 beds
"€725,000"," 15 Grantham Place, Portobello, Dublin 8",3 beds
"€275,000"," 185 Blarney Street, City Centre Nth, Cork City",3 beds
"€600,000"," Valley View Cottage, Barracurragh, Kilanerin, Gorey, Wexford",5 beds
"€359,000"," 4 Wilford Court, Bray, Wicklow",3 beds
"€275,000"," 16 Middletown Valley, Gorey, Wexford",4 beds
"€565,000"," 2 Millbridge Avenue,Mill Lane,Naas,Co Kildare,W91 NXC2",4 beds
"€469,000"," Derrygorman, Westport, Mayo",4 beds
"€995,000"," 92 Lower Dodder Road, Rathfarnham, Dublin 14",5 beds
"€400,000"," 1 O'Neachtain Road, Drumcondra, Dublin 9",3 beds
"€400,000"," 55 DONNYCARNEY ROAD, Donnycarney, Dublin 9",3 beds
"€120,000"," Gortakileen Oola, Oola, Limerick",3 beds
"€545,000"," Killintown, Multyfarnham, Westmeath",4 beds
"€740,000"," 18 Brooklawn, Mount Merrion Avenue, Blackrock, Co. Dublin",3 beds
"€935,000"," The Shelby, The Gallops, Clonee, Meath",5 beds
"€290,000"," 52 Collins Drive, Finglas,   Dublin 11",3 beds
"€525,000"," 10 Royse Road, Phibsboro,   Dublin 7",3 beds
"€450,000"," 84 Eden Villas, Glasthule, Co. Dublin",2 beds
"€495,000"," House and Apartment,Prospect,Westport,Co Mayo,F28 HX30",4 beds
"€279,000"," The Cottage,Killawalla,Westport,Co  Mayo,F28 W2W8",2 beds
"€1,150,000"," The Quay,Westport,Co Mayo,F28 F5Y8",5 beds
"€349,000"," Cushinkeel,Westport,Co Mayo,F28 F2C7",4 beds
"€339,000"," 5 Cedar Court,Cedar Park,Newport Road,Westport,Co Mayo",4 beds
"€395,000"," 45 Lorcan Avenue, Santry, Dublin 9",3 beds
"€199,000"," Gilltown, Donadea, Kildare Town, Kildare",2 beds
"€185,000"," 46 Knockcarrick, Annyalla, Castleblayney, Monaghan",3 beds
"€980,000"," 7 Castle Avenue (Rear Detached House), Clontarf, Dublin 3",4 beds
"€1,200,000"," Carraig Rua, St Fintan's Road, Sutton, Dublin 13",5 beds
"€250,000"," Main Street,Charleville,Co Cork,P56 T970",4 beds
"€395,000"," 248 Collins Avenue East, Donnycarney, Dublin 5",2 beds
"€50,000"," 1 James Connolly Street, Ballina, Mayo",1 bed
"€395,000"," 5 Willow Bank, Sandyford Road, Dundrum, Dublin 16",2 beds
"€550,000"," The Heathers,Annamoe,Co Wicklow,A98 V974",4 beds
"€159,950"," 2 New Abbey Road, Kilcullen, Kildare",2 beds
"€650,000"," 12 Portmarnock Crescent, Portmarnock, County Dublin",4 beds
"€295,000"," Gallowhill Geraldine Road , Athy, Kildare",3 beds
